id,utterance,label
ds10k-00875,What are common mistakes in linguistics?,chat
ds10k-00876,Shake your head if you disagree. (variant 1754),motion_query
ds10k-00877,What's the history of the internet?,chat
ds10k-00878,Please move the blue cup to the lobby.,motion_query
ds10k-00879,Compare SQL and logistic regression for beginners. (variant 477),chat
ds10k-00880,Raise your arm. (variant 1968),motion_query
ds10k-00881,Shake your head if you disagree. (variant 206),motion_query
ds10k-00882,What is your opinion on artificial intelligence?,chat
ds10k-00883,What is astrophysics? (variant 1334),chat
ds10k-00884,Could you show me the trash bin in the workbench.,motion_query
ds10k-00885,Could you show me the trash bin in the conference room.,motion_query
ds10k-00886,move the book to the parking area.,motion_query
ds10k-00887,Could you move the charging dock to the lobby.,motion_query
ds10k-00888,show me the whiteboard in the classroom.,motion_query
ds10k-00889,Act like you are happy.,motion_query
ds10k-00890,move the first aid kit to the conference room.,motion_query
ds10k-00891,I need help with stress management for my homework. (variant 1329),chat
ds10k-00892,I need help with probability for my homework. (variant 41),chat
ds10k-00893,Give me advice about public speaking. (variant 1571),chat
ds10k-00894,Can you show me the chair in the hallway. (variant 467),motion_query
ds10k-00895,Stand up from your chair.,motion_query
ds10k-00896,Raise both hands in the air.,motion_query
ds10k-00897,Lead me to the conference room. (variant 570),motion_query
ds10k-00898,Can you suggest a dinner recipe?,chat
ds10k-00899,show me the trash bin in the hallway.,motion_query
ds10k-00900,Help me understand machine learning in one paragraph. (variant 2322),chat
ds10k-00901,Please move the door to the parking area.,motion_query
ds10k-00902,What should I know about vaccines in one paragraph? (variant 1562),chat
ds10k-00903,Can you point to the power switch.,motion_query
ds10k-00904,What does this word mean in French?,chat
ds10k-00905,Compare SQL and FTP for beginners.,chat
ds10k-00906,Shake your head if you disagree. (variant 1466),motion_query
ds10k-00907,Can you explain blockchain in simple terms? (variant 2),chat
ds10k-00908,How can I learn human anatomy?,chat
ds10k-00909,Please move the exit sign to the doorway.,motion_query
ds10k-00910,What's your opinion on artificial intelligence?,chat
ds10k-00911,Can you do a short salute? (variant 341),motion_query
ds10k-00912,How can I learn organic chemistry? (variant 1271),chat
ds10k-00913,Bring me the power switch. (variant 1270),motion_query
ds10k-00914,Explain nutrition in detail.,chat
ds10k-00915,How does the stock market work?,chat
ds10k-00916,What should I know about machine learning in one paragraph?,chat
ds10k-00917,Help me understand database design in detail. (variant 2138),chat
ds10k-00918,Gesture to confirm you understand.,motion_query
ds10k-00919,Point to the door.,motion_query
ds10k-00920,Summarize the history of resume writing. (variant 288),chat
ds10k-00921,Act out a scene from your favorite movie.,motion_query
ds10k-00922,Help me understand thermodynamics in detail. (variant 620),chat
ds10k-00923,What are common mistakes in meditation? (variant 177),chat
ds10k-00924,Please show me the toolbox in the workbench.,motion_query
ds10k-00925,Can you describe the taste of chocolate?,chat
ds10k-00926,What should I know about meditation briefly?,chat
ds10k-00927,What is classical music? (variant 1656),chat
ds10k-00928,Compare decision trees and imitation learning for beginners. (variant 1673),chat
ds10k-00929,What is your opinion on renewable energy?,chat
ds10k-00930,Can you help me plan a vacation itinerary?,chat
ds10k-00931,How do I fix back pain? (variant 1279),chat
ds10k-00932,What is the difference between decision trees and imitation learning? (variant 1802),chat
ds10k-00933,show me the door in the classroom.,motion_query
ds10k-00934,Can you show me the trash bin in the doorway.,motion_query
ds10k-00935,Please move the shelf to the workbench.,motion_query
ds10k-00936,Show me how to scan the QR code. (variant 1708),motion_query
ds10k-00937,How can I learn computer vision? (variant 512),chat
ds10k-00938,Explain classical music .,chat
ds10k-00939,Please show me the elevator button in the charging station.,motion_query
ds10k-00940,show me the door in the doorway.,motion_query
ds10k-00941,What should I know about robotics ethics briefly?,chat
ds10k-00942,Recommend resources for project management. (variant 889),chat
ds10k-00943,Could you move the plant to the doorway.,motion_query
ds10k-00944,What's the time in Tokyo?,chat
ds10k-00945,How do I fix overfitting? (variant 1417),chat
ds10k-00946,What should I know about world history in one paragraph? (variant 2091),chat
ds10k-00947,Act out happiness. (variant 747),motion_query
ds10k-00948,show me the door in the parking area.,motion_query
ds10k-00949,Explain operating systems with examples.,chat
ds10k-00950,Please show me the fire extinguisher in the conference room.,motion_query
ds10k-00951,Could you show me the shelf in the lab.,motion_query
ds10k-00952,Can you help me debug this Python code?,chat
ds10k-00953,Make a gesture that means wait. (variant 1540),motion_query
ds10k-00954,Could you show me the plant in the parking area.,motion_query
ds10k-00955,Jump up and down.,motion_query
ds10k-00956,What should I know about database design with examples?,chat
ds10k-00957,Back away from the shelf.,motion_query
ds10k-00958,How do I get a refund for my purchase?,chat
ds10k-00959,Make a gesture that means yes. (variant 1108),motion_query
ds10k-00960,What is the difference between gradient descent and logistic regression?,chat
ds10k-00961,Balance on one foot.,motion_query
ds10k-00962,How does robotics ethics work? (variant 2094),chat
ds10k-00963,Recommend resources for urban planning.,chat
ds10k-00964,When was the transistor discovered? (variant 2241),chat
ds10k-00965,Who invented GPS? (variant 607),chat
ds10k-00966,Can you summarize today's news?,chat
ds10k-00967,Can you wave goodbye?,motion_query
ds10k-00968,Can you wave at me? (variant 219),motion_query
ds10k-00969,I need help with sleep hygiene for my homework. (variant 1168),chat
ds10k-00970,Recommend resources for project management. (variant 2039),chat
ds10k-00971,Please show me the power switch in the conference room.,motion_query
ds10k-00972,Help me understand natural language processing in one paragraph.,chat
ds10k-00973,Turn toward the fire extinguisher. (variant 1336),motion_query
ds10k-00974,Recommend resources for project management.,chat
ds10k-00975,Can you move the marker to the lab.,motion_query
ds10k-00976,Demonstrate how to tie a knot. (variant 1671),motion_query
ds10k-00977,Turn to face the shelf. (variant 77),motion_query
ds10k-00978,Could you move the laptop to the lab.,motion_query
ds10k-00979,What should I know about time management with examples? (variant 1884),chat
ds10k-00980,Rotate toward the audience. (variant 715),motion_query
ds10k-00981,move the red block to the hallway.,motion_query
ds10k-00982,Please show me the power switch in the lobby.,motion_query
ds10k-00983,Bring me the red cup from the table.,motion_query
ds10k-00984,Describe the plot of Inception.,chat
ds10k-00985,Nod twice to confirm.,motion_query
ds10k-00986,Wave your hand to greet the guest.,motion_query
ds10k-00987,I need help with compilers for my homework. (variant 915),chat
ds10k-00988,Help me understand cryptography .,chat
ds10k-00989,I need help with compilers for my homework. (variant 2318),chat
ds10k-00990,Can you solve this math problem for me?,chat
ds10k-00991,Tell me about game theory. (variant 993),chat
ds10k-00992,Point at the object I'm holding.,motion_query
ds10k-00993,Help me understand probability with examples. (variant 206),chat
ds10k-00994,Can you explain photosynthesis in simple terms? (variant 623),chat
ds10k-00995,I need help with urban planning for my homework. (variant 1927),chat
ds10k-00996,What are the benefits of linear algebra?,chat
ds10k-00997,Wave your arm. (variant 1550),motion_query
ds10k-00998,How does epidemiology work? (variant 1220),chat
ds10k-00999,Give me advice about thermodynamics. (variant 2123),chat
ds10k-01000,Can you help me plan my vacation itinerary?,chat
ds10k-01001,Walk to the door and wait.,motion_query
ds10k-01002,Can you explain human anatomy in simple terms? (variant 1359),chat
ds10k-01003,Can you move the door to the classroom.,motion_query
ds10k-01004,Act out the scene where you are surprised.,motion_query
ds10k-01005,Summarize the history of time management. (variant 909),chat
ds10k-01006,Describe the main ideas behind cryptography.,chat
ds10k-01007,How can I learn computer vision? (variant 29),chat
ds10k-01008,Can you show me the blue cup in the lab.,motion_query
ds10k-01009,What should I know about machine learning in detail?,chat
ds10k-01010,Step to the left so I can see the screen.,motion_query
ds10k-01011,Kick the ball toward the goal.,motion_query
ds10k-01012,What causes eye strain? (variant 220),chat
ds10k-01013,Help me understand operating systems in detail.,chat
ds10k-01014,Turn toward the window.,motion_query
ds10k-01015,Act out confusion. (variant 387),motion_query
ds10k-01016,Can you do a short wave? (variant 1385),motion_query
ds10k-01017,Explain critical thinking .,chat
ds10k-01018,What are the benefits of project management?,chat
ds10k-01019,Please move the charging dock to the workbench.,motion_query
ds10k-01020,Tell me about world history. (variant 1660),chat
ds10k-01021,Summarize the history of machine learning.,chat
ds10k-01022,Act out confusion. (variant 1359),motion_query
ds10k-01023,Can you move the elevator button to the classroom.,motion_query
ds10k-01024,What causes procrastination? (variant 2175),chat
ds10k-01025,Why is resume writing important?,chat
ds10k-01026,Recommend a movie like Inception.,chat
ds10k-01027,What causes eye strain? (variant 749),chat
ds10k-01028,Put the toolbox on the table. (variant 264),motion_query
ds10k-01029,Turn to face the red block.,motion_query
ds10k-01030,Tell me about blockchain. (variant 2051),chat
ds10k-01031,How do you avoid obstacles?,chat
ds10k-01032,What are the benefits of linear algebra? (variant 902),chat
ds10k-01033,Stop moving and hold your position. (variant 1963),motion_query
ds10k-01034,Answer yes by nodding your head.,motion_query
ds10k-01035,Why is sleep hygiene important?,chat
ds10k-01036,Recommend resources for urban planning. (variant 2062),chat
ds10k-01037,Explain robotics ethics for a beginner.,chat
ds10k-01038,Can you move the whiteboard to the workbench.,motion_query
ds10k-01039,Push the button on the right.,motion_query
ds10k-01040,What is stress management? (variant 1288),chat
ds10k-01041,Give me advice about linguistics. (variant 467),chat
ds10k-01042,What is public speaking? (variant 690),chat
ds10k-01043,Help me understand supply chains step by step.,chat
ds10k-01044,Be still and let me measure your height.,motion_query
ds10k-01045,Can you show me the first aid kit in the charging station.,motion_query
ds10k-01046,How can I learn climate change?,chat
ds10k-01047,Give me advice about evolution. (variant 2169),chat
ds10k-01048,Step closer to the charging dock.,motion_query
ds10k-01049,move the charging dock to the parking area.,motion_query
ds10k-01050,Stand still for calibration.,motion_query
ds10k-01051,Freeze where you are.,motion_query
ds10k-01052,Can you show me the door in the parking area.,motion_query
ds10k-01053,Please show me the door in the lobby.,motion_query
ds10k-01054,Move to the lab. (variant 1485),motion_query
ds10k-01055,Please move the laptop to the lobby. (variant 358),motion_query
ds10k-01056,When was the transistor discovered? (variant 1873),chat
ds10k-01057,How can I learn critical thinking? (variant 98),chat
ds10k-01058,Why is photosynthesis important?,chat
ds10k-01059,How do I fix insomnia? (variant 1923),chat
ds10k-01060,Raise your left hand. (variant 1572),motion_query
ds10k-01061,Spin around once.,motion_query
ds10k-01062,How do I fix decision fatigue? (variant 520),chat
ds10k-01063,Can you move the first aid kit to the lab.,motion_query
ds10k-01064,What are the benefits of machine learning?,chat
ds10k-01065,Stop moving and hold your position. (variant 1675),motion_query
ds10k-01066,Hold your arm up for five seconds.,motion_query
ds10k-01067,Help me understand stress management in one paragraph.,chat
ds10k-01068,Can you point to the window. (variant 1977),motion_query
ds10k-01069,Press the button on the top.,motion_query
ds10k-01070,Help me understand supply chains briefly.,chat
ds10k-01071,What should I know about classical music in detail? (variant 918),chat
ds10k-01072,Hand me the pen from your tray.,motion_query
ds10k-01073,Act out surprise. (variant 1467),motion_query
ds10k-01074,Hand me the power switch. (variant 554),motion_query
ds10k-01075,Please move the red block to the conference room.,motion_query
ds10k-01076,Turn to face the trash bin. (variant 545),motion_query
ds10k-01077,Kneel down on one knee.,motion_query
ds10k-01078,How does sleep hygiene work? (variant 691),chat
ds10k-01079,Tell me about organic chemistry. (variant 717),chat
ds10k-01080,Summarize the history of organic chemistry.,chat
ds10k-01081,Lead me to the doorway. (variant 1110),motion_query
ds10k-01082,Can you show me the red block in the workbench.,motion_query
ds10k-01083,Tell me about your daily routines.,chat
ds10k-01084,Can you show me the shelf in the hallway.,motion_query
ds10k-01085,Pick up the whiteboard. (variant 1235),motion_query
ds10k-01086,What are common mistakes in organic chemistry? (variant 361),chat
ds10k-01087,I need help with database design for my homework. (variant 1812),chat
ds10k-01088,Describe the main ideas behind computer vision.,chat
ds10k-01089,I need some advice on choosing a gift.,chat
ds10k-01090,What's a good way to start a conversation?,chat
ds10k-01091,Can you explain climate change in simple terms? (variant 876),chat
ds10k-01092,Summarize the history of personal finance. (variant 127),chat
ds10k-01093,Point to the elevator button. (variant 468),motion_query
ds10k-01094,How do you navigate obstacles?,chat
ds10k-01095,Explain classical music briefly.,chat
ds10k-01096,How does compilers work?,chat
ds10k-01097,Can you move the charging dock to the lab.,motion_query
ds10k-01098,Can you give me a motivational quote?,chat
ds10k-01099,Why is probability important?,chat
ds10k-01100,Show me how to perform a backflip.,motion_query
ds10k-01101,Grab the shelf with your right hand. (variant 176),motion_query
ds10k-01102,Who invented the camera? (variant 262),chat
ds10k-01103,Can you move the chair to the charging station.,motion_query
ds10k-01104,Point at the clock on the wall.,motion_query
ds10k-01105,When was the airplane discovered? (variant 769),chat
ds10k-01106,What should I know about probability ?,chat
ds10k-01107,Please show me the laptop in the parking area.,motion_query
ds10k-01108,Nod to confirm you understand. (variant 1465),motion_query
ds10k-01109,What are the benefits of epidemiology? (variant 1270),chat
ds10k-01110,Raise your both hands. (variant 780),motion_query
ds10k-01111,Please show me the drawer in the classroom.,motion_query
ds10k-01112,Give me advice about renewable energy. (variant 2284),chat
ds10k-01113,Explain linear algebra for a beginner.,chat
ds10k-01114,Act out curiosity. (variant 675),motion_query
ds10k-01115,Bring me the remote control.,motion_query
ds10k-01116,Shake your head if you disagree. (variant 350),motion_query
ds10k-01117,Shake your head if you disagree. (variant 890),motion_query
ds10k-01118,Could you show me the toolbox in the hallway.,motion_query
ds10k-01119,move the fire extinguisher to the kitchen.,motion_query
ds10k-01120,Explain astrophysics for a beginner.,chat
ds10k-01121,Turn to face the laptop. (variant 1661),motion_query
ds10k-01122,What are common mistakes in computer vision? (variant 200),chat
ds10k-01123,What causes eye strain? (variant 1922),chat
ds10k-01124,Why is urban planning important?,chat
ds10k-01125,Can you explain organic chemistry in simple terms?,chat
ds10k-01126,Guide me through the kitchen. (variant 1145),motion_query
ds10k-01127,Hold this bag for me.,motion_query
ds10k-01128,Tell me about the Great Wall of China.,chat
ds10k-01129,Could you show me the elevator button in the charging station.,motion_query
ds10k-01130,Nod your head if you understand.,motion_query
ds10k-01131,Could you move the shelf to the classroom.,motion_query
ds10k-01132,Show me how to sort the tools. (variant 304),motion_query
ds10k-01133,Put the drawer on the table. (variant 1884),motion_query
ds10k-01134,How can I learn database design? (variant 1777),chat
ds10k-01135,Follow me to the lobby. (variant 1951),motion_query
ds10k-01136,Back away from the drawer. (variant 21),motion_query
ds10k-01137,Walk to the workbench. (variant 476),motion_query
ds10k-01138,Help me understand astrophysics in one paragraph.,chat
ds10k-01139,Can you show me the charging dock in the classroom.,motion_query
ds10k-01140,Could you show me the red block in the lab.,motion_query
ds10k-01141,Place the first aid kit near the door. (variant 445),motion_query
ds10k-01142,I need help with my math homework.,chat
ds10k-01143,Please move the drawer to the doorway.,motion_query
ds10k-01144,Compare supervised learning and unsupervised learning for beginners.,chat
ds10k-01145,Can you explain nutrition in simple terms? (variant 531),chat
ds10k-01146,Move to the left side of the room.,motion_query
ds10k-01147,What is robotics ethics?,chat
ds10k-01148,Explain stress management in one paragraph. (variant 250),chat
ds10k-01149,move the door to the classroom.,motion_query
ds10k-01150,Could you show me the door in the parking area.,motion_query
ds10k-01151,Show me how to tie a tie.,motion_query
ds10k-01152,Shake your head if you disagree. (variant 1502),motion_query
ds10k-01153,Place the plant near the door. (variant 1597),motion_query
ds10k-01154,Grab the wrench from the toolbox.,motion_query
ds10k-01155,Lead me to the classroom. (variant 1758),motion_query
ds10k-01156,Stay where you are. (variant 1712),motion_query
ds10k-01157,What are the benefits of computer vision? (variant 718),chat
ds10k-01158,Grab the laptop with your right hand. (variant 464),motion_query
ds10k-01159,Recommend resources for operating systems.,chat
ds10k-01160,Point at yourself when I say your name.,motion_query
ds10k-01161,Fetch the ball from under the chair.,motion_query
ds10k-01162,Can you move the laptop to the charging station.,motion_query
ds10k-01163,Point to the marker. (variant 1764),motion_query
ds10k-01164,I need to prepare a report on climate change.,chat
ds10k-01165,How does resume writing work? (variant 1772),chat
ds10k-01166,Please show me the book in the conference room.,motion_query
ds10k-01167,Tell me about robotics ethics.,chat
ds10k-01168,Move to the parking area. (variant 1125),motion_query
ds10k-01169,Demonstrate how to wipe the table. (variant 411),motion_query
ds10k-01170,Compare gradient descent and logistic regression for beginners.,chat
ds10k-01171,Why is database design important? (variant 440),chat
ds10k-01172,Can you move the trash bin to the lobby.,motion_query
ds10k-01173,Place the drawer near the door. (variant 373),motion_query
ds10k-01174,Perform a clap for me. (variant 486),motion_query
ds10k-01175,Can you explain robotics ethics in simple terms? (variant 485),chat
ds10k-01176,Could you show me the exit sign in the lab.,motion_query
ds10k-01177,Tell me about public speaking. (variant 2258),chat
ds10k-01178,Could you move the red block to the kitchen.,motion_query
ds10k-01179,Help me understand human anatomy step by step. (variant 1356),chat
ds10k-01180,How does time management work? (variant 1841),chat
ds10k-01181,Compare decision trees and R for beginners.,chat
ds10k-01182,Step closer to the charging dock. (variant 1102),motion_query
ds10k-01183,What should I know about resume writing step by step?,chat
ds10k-01184,Pick up the chair.,motion_query
ds10k-01185,Please show me the door in the kitchen.,motion_query
ds10k-01186,Lower your arm slowly. (variant 203),motion_query
ds10k-01187,Look at the laptop. (variant 1518),motion_query
ds10k-01188,Explain nutrition step by step.,chat
ds10k-01189,Put the drawer on the table. (variant 1452),motion_query
ds10k-01190,Wave your left hand. (variant 506),motion_query
ds10k-01191,show me the fire extinguisher in the workbench.,motion_query
ds10k-01192,Turn to face the fire extinguisher. (variant 1841),motion_query
ds10k-01193,What is your purpose?,chat
ds10k-01194,Point at the clock.,motion_query
ds10k-01195,Can you give me a recipe for pasta?,chat
ds10k-01196,Could you show me the exit sign in the charging station.,motion_query
ds10k-01197,Could you show me the chair in the parking area. (variant 1547),motion_query
ds10k-01198,Wave your arm. (variant 1334),motion_query
ds10k-01199,Why is linear algebra important?,chat
ds10k-01200,How does linear algebra work? (variant 1519),chat
ds10k-01201,What is the difference between TCP and SVM? (variant 31),chat
ds10k-01202,Hand me the exit sign. (variant 1058),motion_query
ds10k-01203,How do I get rid of a cold?,chat
ds10k-01204,What are common mistakes in public speaking? (variant 1396),chat
ds10k-01205,What is the difference between SQL and unsupervised learning?,chat
ds10k-01206,Lead me to the hallway. (variant 426),motion_query
ds10k-01207,Give me advice about organic chemistry. (variant 7),chat
ds10k-01208,What time is my appointment tomorrow?,chat
ds10k-01209,Make a gesture that means come here. (variant 352),motion_query
ds10k-01210,Make a gesture that means yes. (variant 1720),motion_query
ds10k-01211,Wink with one eye.,motion_query
ds10k-01212,Gesture to confirm.,motion_query
ds10k-01213,Place the fire extinguisher near the door.,motion_query
ds10k-01214,Could you show me the window in the parking area. (variant 1799),motion_query
ds10k-01215,What are the benefits of calculus? (variant 51),chat
ds10k-01216,Where can I find information about critical thinking?,chat
ds10k-01217,What's your favorite book?,chat
ds10k-01218,What is the difference between SQL and imitation learning?,chat
ds10k-01219,Can you give me a step-by-step guide to knitting?,chat
ds10k-01220,What is the difference between NoSQL and unsupervised learning?,chat
ds10k-01221,Circle around the table.,motion_query
ds10k-01222,Approach the whiteboard.,motion_query
ds10k-01223,Go to the kitchen and check if the oven is on.,motion_query
ds10k-01224,Could you move the drawer to the parking area.,motion_query
ds10k-01225,Explain Python programming briefly.,chat
ds10k-01226,point to the whiteboard.,motion_query
ds10k-01227,Please show me the first aid kit in the classroom.,motion_query
ds10k-01228,Help me understand computer vision with examples.,chat
ds10k-01229,Place the blue cup near the door. (variant 1417),motion_query
ds10k-01230,How does linear algebra work? (variant 1427),chat
ds10k-01231,Who invented the microscope? (variant 55),chat
ds10k-01232,Describe the main ideas behind probability. (variant 2158),chat
ds10k-01233,Raise your hand. (variant 1500),motion_query
ds10k-01234,Can you move the book to the hallway.,motion_query
ds10k-01235,Recommend resources for vaccines. (variant 2177),chat
ds10k-01236,Are you capable of dancing?,chat
ds10k-01237,Stop moving and hold your position. (variant 1387),motion_query
ds10k-01238,Show me how to scan the QR code. (variant 664),motion_query
ds10k-01239,Help me understand linear algebra in detail.,chat
ds10k-01240,Point to the fire extinguisher. (variant 864),motion_query
ds10k-01241,move the door to the charging station.,motion_query
ds10k-01242,How do I clean a stained carpet?,chat
ds10k-01243,move the whiteboard to the doorway.,motion_query
ds10k-01244,Turn to face the blue cup. (variant 1337),motion_query
ds10k-01245,Explain natural language processing in one paragraph. (variant 112),chat
ds10k-01246,point to the chair. (variant 1545),motion_query
ds10k-01247,Point to yourself when I say your name.,motion_query
ds10k-01248,Can you move the door to the lab.,motion_query
ds10k-01249,How can I learn human anatomy? (variant 1593),chat
ds10k-01250,Explain human anatomy step by step.,chat
ds10k-01251,Explain evolution in one paragraph. (variant 1515),chat
ds10k-01252,Can you wave at me? (variant 1551),motion_query
ds10k-01253,move the drawer to the doorway.,motion_query
ds10k-01254,What is calculus? (variant 1748),chat
ds10k-01255,How can I learn epidemiology? (variant 190),chat
ds10k-01256,Please point to the trash bin. (variant 861),motion_query
ds10k-01257,What should I know about supply chains step by step?,chat
ds10k-01258,Give me a high-five.,motion_query
ds10k-01259,Please move the plant to the lobby.,motion_query
ds10k-01260,Please show me the laptop in the workbench.,motion_query
ds10k-01261,move the laptop to the lobby.,motion_query
ds10k-01262,Turn to face the charging dock. (variant 1733),motion_query
ds10k-01263,Help me understand linear algebra for a beginner. (variant 1563),chat
ds10k-01264,How can I learn meditation? (variant 1685),chat
ds10k-01265,What is the difference between reinforcement learning and logistic regression? (variant 1181),chat
ds10k-01266,Turn toward the first aid kit. (variant 112),motion_query
ds10k-01267,I need help with renewable energy for my homework. (variant 2157),chat
ds10k-01268,Explain thermodynamics in one paragraph. (variant 825),chat
ds10k-01269,move the exit sign to the lab.,motion_query
ds10k-01270,Please point at the power switch. (variant 937),motion_query
ds10k-01271,Place the laptop near the door. (variant 1237),motion_query
ds10k-01272,Can you explain epidemiology in simple terms?,chat
ds10k-01273,Spin around slowly.,motion_query
ds10k-01274,What causes overfitting? (variant 2313),chat
ds10k-01275,Can you show me the book in the kitchen.,motion_query
ds10k-01276,Do you think artificial intelligence is dangerous?,chat
ds10k-01277,Pick up the drawer. (variant 911),motion_query
ds10k-01278,How does natural language processing work?,chat
ds10k-01279,Turn toward the chair. (variant 616),motion_query
ds10k-01280,I need help with time management for my homework. (variant 501),chat
ds10k-01281,Step aside to let people pass.,motion_query
ds10k-01282,Can you show me the charging dock in the doorway.,motion_query
ds10k-01283,Act out excitement. (variant 999),motion_query
ds10k-01284,Compare SQL and FTP for beginners. (variant 1650),chat
ds10k-01285,Compare TCP and R for beginners.,chat
ds10k-01286,Point to the picture on the wall.,motion_query
ds10k-01287,Help me understand thermodynamics briefly.,chat
ds10k-01288,Put the toolbox on the table. (variant 1200),motion_query
ds10k-01289,What are the benefits of stress management? (variant 2121),chat
ds10k-01290,Turn your head to look at the screen.,motion_query
ds10k-01291,Brush your fingers through your hair.,motion_query
ds10k-01292,move the door to the doorway.,motion_query
ds10k-01293,Lead me to the lobby. (variant 1146),motion_query
ds10k-01294,I need help with supply chains for my homework. (variant 1674),chat
ds10k-01295,Nod twice if you agree.,motion_query
ds10k-01296,Step closer to the drawer. (variant 922),motion_query
ds10k-01297,Can you move the charging dock to the doorway.,motion_query
ds10k-01298,Where can I find information about climate change?,chat
ds10k-01299,Can you show me the power switch in the hallway.,motion_query
ds10k-01300,show me the blue cup in the doorway.,motion_query
ds10k-01301,I need advice on which programming language to learn.,chat
ds10k-01302,What is the difference between decision trees and momentum? (variant 1296),chat
ds10k-01303,Summarize the history of urban planning. (variant 794),chat
ds10k-01304,Help me understand organic chemistry in detail.,chat
ds10k-01305,Stop moving and hold your position. (variant 127),motion_query
ds10k-01306,Could you point to the marker.,motion_query
ds10k-01307,Grab the exit sign with your right hand.,motion_query
ds10k-01308,Who invented the transistor? (variant 722),chat
ds10k-01309,Bring me the elevator button.,motion_query
ds10k-01310,What was the score of the game last night?,chat
ds10k-01311,move the power switch to the kitchen.,motion_query
ds10k-01312,Can you move the fire extinguisher to the conference room.,motion_query
ds10k-01313,Hand me the shelf.,motion_query
ds10k-01314,What should I know about probability for a beginner?,chat
ds10k-01315,Help me understand microeconomics step by step.,chat
ds10k-01316,Summarize the history of cryptography. (variant 886),chat
ds10k-01317,Where can I find information about public speaking? (variant 1161),chat
ds10k-01318,How can I learn climate change? (variant 420),chat
ds10k-01319,Can you show me the shelf in the charging station.,motion_query
ds10k-01320,Explain the process of photosynthesis briefly.,chat
ds10k-01321,Can you show me the plant in the classroom.,motion_query
ds10k-01322,I need help with critical thinking for my homework. (variant 1076),chat
ds10k-01323,Can you show me the chair in the conference room.,motion_query
ds10k-01324,Summarize the history of calculus.,chat
ds10k-01325,What are the benefits of computer vision? (variant 281),chat
ds10k-01326,Recommend resources for microeconomics. (variant 1464),chat
ds10k-01327,Perform a dance for me. (variant 1782),motion_query
ds10k-01328,"I had a rough day, can you say something nice?",chat
ds10k-01329,show me the whiteboard in the lab.,motion_query
ds10k-01330,Please move the chair to the doorway.,motion_query
ds10k-01331,Show me how you bow.,motion_query
ds10k-01332,Where can I find information about astrophysics? (variant 1460),chat
ds10k-01333,Can you translate 'hello' to Spanish?,chat
ds10k-01334,Follow me to the parking area. (variant 1051),motion_query
ds10k-01335,How do I fix gradient explosion? (variant 773),chat
ds10k-01336,Could you move the exit sign to the conference room.,motion_query
ds10k-01337,show me the door in the hallway.,motion_query
ds10k-01338,Nod to confirm you understand. (variant 1141),motion_query
ds10k-01339,How can I learn digital privacy?,chat
ds10k-01340,Recommend resources for sleep hygiene.,chat
ds10k-01341,Can you show me the laptop in the parking area.,motion_query
ds10k-01342,Demonstrate how you wave.,motion_query
ds10k-01343,Bring me the charging dock. (variant 1522),motion_query
ds10k-01344,Bring me the drawer. (variant 1918),motion_query
ds10k-01345,Stop moving and hold your position. (variant 271),motion_query
ds10k-01346,Pick up the toolbox. (variant 1739),motion_query
ds10k-01347,Look at the power switch. (variant 1770),motion_query
ds10k-01348,How do I fix gradient explosion?,chat
ds10k-01349,What time is sunset today?,chat
ds10k-01350,Grab the window with your right hand.,motion_query
ds10k-01351,Wave your right arm. (variant 902),motion_query
ds10k-01352,Can you move the red block to the conference room.,motion_query
ds10k-01353,Where can I find information about classical music? (variant 1253),chat
ds10k-01354,Turn your head to the left.,motion_query
ds10k-01355,Walk to the workbench. (variant 1340),motion_query
ds10k-01356,Recommend resources for photosynthesis.,chat
ds10k-01357,Pick up the cup on the counter.,motion_query
ds10k-01358,Explain organic chemistry with examples.,chat
ds10k-01359,Hold this end of the rope.,motion_query
ds10k-01360,Summarize the history of vaccines.,chat
ds10k-01361,Could you show me the fire extinguisher in the doorway.,motion_query
ds10k-01362,Help me understand epidemiology step by step. (variant 367),chat
ds10k-01363,Hand me the book. (variant 50),motion_query
ds10k-01364,What is the population of China?,chat
ds10k-01365,How does world history work? (variant 2278),chat
ds10k-01366,What is Python programming?,chat
ds10k-01367,What are the benefits of microeconomics? (variant 649),chat
ds10k-01368,Can you show me the first aid kit in the lobby.,motion_query
ds10k-01369,Make a gesture that means thank you. (variant 748),motion_query
ds10k-01370,Describe the main ideas behind human anatomy. (variant 1031),chat
ds10k-01371,Tell me about game theory.,chat
ds10k-01372,Please point at the blue cup. (variant 1405),motion_query
ds10k-01373,Hold still for calibration.,motion_query
ds10k-01374,How do I calculate the area of a circle?,chat
ds10k-01375,Turn toward the plant. (variant 1012),motion_query
ds10k-01376,What should I know about human anatomy ?,chat
ds10k-01377,What are the benefits of sleep hygiene? (variant 442),chat
ds10k-01378,What is your emergency protocol?,chat
ds10k-01379,Move closer so I can see you.,motion_query
ds10k-01380,Could you move the exit sign to the charging station. (variant 466),motion_query
ds10k-01381,Wave your hand to say hello.,motion_query
ds10k-01382,Recommend resources for machine learning.,chat
ds10k-01383,What causes procrastination? (variant 289),chat
ds10k-01384,Put the blue cup on the table. (variant 1416),motion_query
ds10k-01385,Help me understand climate change for a beginner.,chat
ds10k-01386,Explain urban planning .,chat
ds10k-01387,What movies are playing tonight?,chat
ds10k-01388,show me the red block in the classroom.,motion_query
ds10k-01389,Could you show me the drawer in the parking area.,motion_query
